_id,address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
771,"1400 BLOCK DAVIS AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,6,1,Brighton Heights,1,27,42003270100,1,1,1-14,40.48142715,-80.03628077
772,"100 BLOCK BELTZHOOVER AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,6,2,Mount Washington,3,18,42003180700,5,3,4-5,40.42217413,-79.99767845
773,"PERCHMENT ST & HALLAM ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,6,2,Homewood North,9,13,42003130100,2,5,3-17,40.45587695,-79.88237483
774,"300 BLOCK STATION SQUARE DRW PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,6,2,South Shore,2,19,42003980700,5,3,4-2,40.43498703,-80.00699072
775,"400 BLOCK SUNCREST ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,6,2,Knoxville,3,30,42003300100,5,3,4-7,40.41118951,-79.99499235
776,"300 BLOCK CATOCTIN WAY PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,6,2,Perry North,1,26,42003260700,1,1,1-15,40.47786957,-80.01114279
777,"5700 BLOCK E LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,6,2,East Liberty,9,11,42003111500,2,5,3-8,40.46677927,-79.92623123
778,"1200 BLOCK FAULKNER ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2016,6,2,Sheraden,2,20,42003202200,5,6,1-16,40.45490789,-80.06366229
779,"900 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",1,0,0,1,0,0,2016,6,3,Glen Hazel,5,15,42003562300,3,4,2-13,40.40633623,-79.92863441
780,"3700 BLOCK ATKINS ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,6,3,,,,,,1,,,
781,"300 BLOCK MOREWOOD AVE PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,6,3,Shadyside,8,7,42003070900,2,4,2-23,40.45413943,-79.94444809
782,"800 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,6,3,Allentown,3,18,42003180300,5,3,4-6,40.42153984,-79.99358088
783,"300 BLOCK MARSHALL AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,6,3,Perry South,1,26,42003261500,1,1,1-23,40.47405416,-80.01562176
784,"DURANGO WAY & HAMILTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,6,3,Homewood South,9,13,42003130400,2,5,3-17,40.45285463,-79.88976101
785,"2300 BLOCK WILSON AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,6,3,Perry South,6,26,42003261400,1,1,1-12,40.46665516,-80.01309449
786,"2300 BLOCK WILSON AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,6,3,Perry South,6,26,42003261400,1,1,1-12,40.46665516,-80.01309449
787,"900 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2016,6,3,Glen Hazel,5,15,42003562300,3,4,2-13,40.40633623,-79.92863441
788,"SPRING GARDEN AVE & HAUG ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2016,6,3,Spring Garden,1,26,42003241200,1,1,1-11,40.4668891,-79.98520672
789,"7200 BLOCK EVERTON ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,6,3,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.46302465,-79.89277482
790,"GRAND AVE & KILBUCK RD PITTSBURGH, PA",1,0,1,0,0,0,2016,6,3,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47654195,-80.02181262
791,"1600 BLOCK SANDUSKY CT PITTSBURGH, PA 15212",2,0,2,0,0,0,2016,6,3,Central Northside,6,25,42003220600,1,1,1-10,40.45892363,-80.00550843
792,"LOWRIE ST & TINSBURY ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,6,4,Troy Hill,1,24,42003240600,1,1,1-2,40.4637996,-79.98256349
793,"1100 BLOCK FAULKNER ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2016,6,4,Sheraden,2,20,42003202200,5,6,1-16,40.4554462,-80.06269246
794,"CALIFORNIA AVE & FORSYTHE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,6,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47068155,-80.036194
795,"EMAHLEA ST & WINTERBURN AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2016,6,4,Hazelwood,5,15,42003562900,3,4,2-12,40.41726128,-79.9400622
796,"2300 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,6,4,East Hills,9,13,42003130600,2,5,3-19,40.45475836,-79.87408166
797,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,6,4,,,,42003563900,,1,,40.41253154,-79.84279604
798,"3100 BLOCK FADETTE ST PITTSBURGH, PA 15204",1,0,0,1,0,0,2016,6,4,Sheraden,2,20,42003202200,5,6,1-16,40.45160106,-80.06435988
799,"FRANKSTOWN AVE & N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,0,1,0,0,2016,6,4,Homewood South,9,13,42003130300,2,5,3-17,40.45740466,-79.89630115
800,"BLOCK OHIO RIVER BLVD PITTSBURGH, PA 15212",1,0,0,1,0,0,2016,6,5,,,,,,1,,,
801,"400 BLOCK N AIKEN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,6,5,Garfield,9,11,42003111400,2,5,3-4,40.46778838,-79.93434377
802,"1600 BLOCK SANDUSKY CT PITTSBURGH, PA 15212",1,0,0,1,0,0,2016,6,5,Central Northside,6,25,42003220600,1,1,1-10,40.45892363,-80.00550843
803,"1900 BLOCK MANHATTAN ST PITTSBURGH, PA 15233",2,0,2,0,0,0,2016,6,5,Manchester,6,21,42003210700,1,1,1-8,40.45862887,-80.02781295
804,"400 BLOCK EDGEMONT ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2016,6,5,Mount Washington,3,18,42003180700,5,3,4-5,40.42225659,-80.00059359
805,"BRUSHTON AVE & MOHLER ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,6,5,Homewood North,9,13,42003130100,2,5,3-17,40.46054055,-79.88851303
806,"400 BLOCK FORT PITT BLVD PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,6,5,Central Business District,6,1,42003020100,6,2,1-4,40.43641292,-80.00002578
807,"CHAUNCEY DR & BEDFORD AVE PITTSBURGH, PA 15219",2,0,1,0,1,0,2016,6,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.44981218,-79.97462342
808,"1800 BLOCK UNIVERSITY AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,6,5,Perry South,6,25,42003261400,1,1,1-10,40.46155603,-80.01137786
809,"3600 BLOCK GRENADA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,6,6,,,,,,1,,,
810,"1500 BLOCK ROCKLAND AVE PITTSBURGH, PA 15216",2,0,1,1,0,0,2016,6,6,Beechview,4,19,42003191600,5,6,4-28,40.41203819,-80.02036781
811,"1500 BLOCK ROCKLAND AVE PITTSBURGH, PA 15216",1,0,0,1,0,0,2016,6,6,Beechview,4,19,42003191600,5,6,4-28,40.41203819,-80.02036781
812,"600 BLOCK CHAUTAUQUA ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,6,6,Perry South,6,25,42003261400,1,1,1-12,40.46460108,-80.01674654
813,"1000 BLOCK BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,6,6,Homewood North,9,13,42003130100,2,5,3-17,40.4565467,-79.88772958
814,"100 BLOCK 11TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2016,6,6,South Side Flats,3,17,42003170200,3,3,4-24,40.42746257,-79.9876285
815,"ALLEN ST & E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2016,6,6,Allentown,3,18,42003180300,5,3,4-6,40.42181009,-79.99374113
816,"300 BLOCK CLOVER ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,6,6,Arlington,3,16,42003561600,3,3,4-8,40.41474547,-79.97202725
817,"CLIFF ST & CASSATT ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,6,6,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.44619426,-79.98554739
818,"BOGGS AVE & GREENBUSH ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2016,6,6,Mount Washington,2,19,42003191400,5,3,4-27,40.42632945,-80.00757394
819,"WASHINGTON BLVD & ALLEGHENY RIVER BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,7,0,Highland Park,7,12,42003980100,2,5,3-15,40.48427698,-79.90784963
820,"EWART DR & CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,7,0,Terrace Village,6,5,42003050600,3,2,2-22,40.44874797,-79.96157799
821,"TROY HILL RD & LOWRIE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,7,0,,,,,,1,,,
822,"2100 BLOCK HEMANS ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,7,0,Middle Hill,6,5,42003050100,3,2,2-1,40.4441361,-79.97823238
823,"N NEGLEY AVE & RURAL ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,7,0,Garfield,9,11,42003111400,2,5,3-8,40.46562973,-79.92940468
824,"100 BLOCK SOUTHERN AVE PITTSBURGH, PA 15211",1,0,0,0,0,1,2016,7,1,Mount Washington,2,19,42003191400,5,3,4-27,40.42704891,-80.00916642
825,"700 BLOCK LORENZ AVE PITTSBURGH, PA 15220",2,0,0,0,2,0,2016,7,1,Elliott,2,20,42003562600,5,6,1-17,40.44511801,-80.03924987
826,"6300 BLOCK BARTLETT ST PITTSBURGH, PA 15217",1,0,0,0,1,0,2016,7,1,Squirrel Hill South,5,14,42003140800,3,4,2-21,40.43623245,-79.91908394
827,"900 BLOCK N LINCOLN AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,7,1,Allegheny West,1,22,42003562700,1,1,1-7,40.45120274,-80.01651761
828,"CALIFORNIA AVE & MARSHALL AVE RAMP PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,7,2,,,,,,1,,,
829,"BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,0,0,0,1,2016,7,2,,,,,,5,,,
830,"HEMLOCK ST & BOYLE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,7,2,Central Northside,1,25,42003220600,1,1,1-6,40.45746441,-80.00631011
831,"2300 BLOCK CALIFORNIA AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,7,2,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.46243808,-80.03099986
832,"DURANGO WAY & FLEURY WAY PITTSBURGH, PA 15221",1,0,0,1,0,0,2016,7,2,Homewood South,9,13,42003130400,2,5,3-17,40.45426722,-79.88921094
833,"400 BLOCK S 27TH. ST PITTSBURGH, PA 15203",2,0,0,2,0,0,2016,7,2,,,,,,3,,,
834,"ECKERT ST & SHADELAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,7,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47155655,-80.03088968
835,"1100 BLOCK SHEFFIELD ST PITTSBURGH, PA 15233",1,0,0,0,1,0,2016,7,3,Manchester,6,21,42003210700,1,1,1-8,40.45421198,-80.02126518
836,"54TH ST & HARRISON ST PITTSBURGH, PA 15201",3,0,1,1,0,1,2016,7,3,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.48340424,-79.95188793
837,"FRANKLIN RD & GARVIN ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2016,7,3,Perry North,1,26,42003260200,1,1,1-15,40.49240676,-80.02049594
838,"1800 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,7,3,South Side Flats,3,17,42003170200,3,3,4-24,40.42848684,-79.98026911
839,"200 BLOCK N WHITFIELD ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,7,3,,,,,,5,,,
840,"1600 BLOCK OAKHURST ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,7,3,Carrick,4,29,42003290100,3,3,4-23,40.39978049,-79.99105436
841,"1200 BLOCK DECATUR ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,7,3,Manchester,6,21,42003210700,1,1,1-8,40.45615394,-80.02293365
842,"500 BLOCK CHAPEL HARBOR DR BLAWNOX, PA 15238",1,0,1,0,0,0,2016,7,4,,,,42003421100,,OSC,,40.48571555,-79.88737778
843,"100 BLOCK PENFORT ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2016,7,4,,,,,,1,,,
844,"1200 BLOCK FILSON ST PITTSBURGH, PA 15212",1,1,0,0,0,0,2016,7,4,Central Northside,1,22,42003220600,1,1,1-21,40.45525197,-80.01125075
845,"1000 BLOCK PENNSYLVANIA AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,7,4,Manchester,6,25,42003210700,1,1,1-8,40.45520886,-80.02015017
846,"3400 BLOCK FLEMING AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,7,4,Brighton Heights,1,27,42003270300,1,1,1-14,40.477,-80.03822695
847,"2500 BLOCK SAW MILL RUN BLVD PITTSBURGH, PA 15227",1,0,0,0,0,1,2016,7,4,Overbrook,4,32,42003320700,5,3,4-25,40.38098028,-79.99503814
848,"100 BLOCK BERRY ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2016,7,4,,,,,,6,,,
849,"1000 BLOCK SHEFFIELD ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,7,4,,,,,,1,,,
850,"3100 BLOCK JOSEPHINE ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,7,5,South Side Slopes,3,16,42003160800,3,3,4-24,40.42185364,-79.96495916
851,"1300 BLOCK CHICAGO ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,7,5,Northview Heights,1,26,42003260900,1,1,1-13,40.47804608,-80.00180646
852,"7500 BLOCK THOMAS BLVD PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,7,5,Point Breeze North,9,14,42003140500,2,4,3-14,40.4500161,-79.89534072
853,"5300 BLOCK N AIKEN CT PITTSBURGH, PA 15224",1,0,0,1,0,0,2016,7,5,,,,,,5,,,
854,"500 BLOCK MELROSE AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2016,7,5,,,,,,1,,,
855,"IMOGENE RD & BROWNS HILL RD PITTSBURGH, PA 15217",1,0,1,0,0,0,2016,7,5,Squirrel Hill South,5,15,42003141400,3,4,2-12,40.41545655,-79.92491174
856,"5TH AVE & ROBINSON ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,7,5,West Oakland,6,4,42003040200,3,4,2-10,40.43775186,-79.96536109
857,"HAMLIN ST & BIDWELL ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,7,5,Manchester,6,21,42003210700,1,1,1-8,40.45359431,-80.02084467
858,"600 BLOCK MANTON WAY PITTSBURGH, PA 15210",1,0,0,0,0,1,2016,7,5,Allentown,3,18,42003180300,5,3,4-21,40.42121143,-79.99735683
859,"4800 BLOCK MONONGAHELA ST PITTSBURGH, PA 15207",4,0,1,1,1,1,2016,7,6,Hazelwood,5,15,42003562300,3,4,2-13,40.41129196,-79.94263323
860,"600 BLOCK EAST END AVE PITTSBURGH, PA 15221",1,0,0,1,0,0,2016,7,6,Regent Square,9,14,42003141000,3,4,2-16,40.43956763,-79.89667844
861,"1900 BLOCK WESTMONT AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,7,6,Carrick,4,29,42003290100,3,3,4-23,40.39565905,-79.9885381
862,"CHARTIERS AVE & DUBOIS ST PITTSBURGH, PA 15204",1,0,0,0,1,0,2016,7,6,Crafton Heights,2,20,42003562500,5,6,1-16,40.45138069,-80.05044159
863,"300 BLOCK 6TH AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2016,7,6,Central Business District,6,2,42003020100,6,2,1-3,40.44165871,-79.99945507
864,"700 BLOCK MAYTIDE ST PITTSBURGH, PA 15210",3,0,2,0,1,0,2016,7,6,Carrick,4,32,42003290400,3,3,4-23,40.38427724,-79.99130021
865,"1100 BLOCK SHEFFIELD ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,8,0,Manchester,6,21,42003210700,1,1,1-8,40.45421198,-80.02126518
866,"E CARSON ST & S 17TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,8,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4288429,-79.9820509
867,"5300 BLOCK MOSSFIELD ST PITTSBURGH, PA 15224",1,0,0,1,0,0,2016,8,0,Garfield,9,9,42003101600,2,2,3-4,40.47266226,-79.93581142
868,"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2016,8,1,East Hills,9,13,42003130600,2,5,3-19,40.45661624,-79.87132859
869,"1700 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,8,1,South Side Flats,3,17,42003170200,3,3,4-24,40.42859318,-79.98187231
870,"800 BLOCK WASHINGTON BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,8,1,,,,,,5,,,
871,"FIREMAN WAY & LEDUC WAY PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,8,1,Central Northside,6,25,42003250300,1,1,1-21,40.45770213,-80.008971
872,"400 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,8,1,Northview Heights,1,26,42003260900,1,1,1-13,40.47983722,-80.00190476
873,"100 BLOCK RAHE ST PITTSBURGH, PA 15210",1,0,0,0,0,1,2016,8,1,Arlington,3,16,42003561600,3,3,4-8,40.41713493,-79.97988648
874,"TIPTON ST & 2ND AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2016,8,1,Hazelwood,5,15,42003562300,3,4,2-13,40.40787625,-79.94348263
875,"2900 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,8,1,Middle Hill,6,5,42003050100,3,2,2-5,40.45256268,-79.96735195
876,"7000 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,8,1,Homewood South,9,13,42003130300,2,5,3-17,40.45848182,-79.90108761
877,"2200 BLOCK SOMERS DR PITTSBURGH, PA 15219",1,0,0,1,0,0,2016,8,1,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.44942565,-79.97558894
878,"1200 BLOCK WESTERN AVE PITTSBURGH, PA 15233",1,0,0,0,0,1,2016,8,1,Manchester,6,21,42003210700,1,1,1-8,40.45121772,-80.02196846
879,"500 BLOCK HOLMES ST PITTSBURGH, PA 15221",3,0,3,0,0,0,2016,8,1,,,,42003561200,,OSC,3-16,40.44751022,-79.88545519
880,"EMERALD ST & CARNIVAL WAY PITTSBURGH, PA 15210",4,0,2,2,0,0,2016,8,2,Allentown,3,18,42003180300,5,3,4-5,40.4226278,-79.99169243
881,"100 BLOCK RHINE PL PITTSBURGH, PA 15212",1,0,0,0,1,0,2016,8,2,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.46535965,-79.99204185
882,"800 BLOCK BRUSHTON AVE PITTSBURGH, PA 15221",1,0,0,1,0,0,2016,8,2,Homewood South,9,13,42003130400,2,5,3-17,40.45462981,-79.888441
883,"500 BLOCK SHADY AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,8,2,Shadyside,8,7,42003070600,2,4,3-11,40.45424454,-79.92191344
884,"1000 BLOCK UVILLA ST PITTSBURGH, PA 15220",1,0,0,1,0,0,2016,8,3,Elliott,2,20,42003562600,5,6,1-17,40.44557617,-80.03830225
885,"2100 BLOCK EGGERS ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,8,3,Troy Hill,1,24,42003240600,1,1,1-2,40.46831622,-79.97799454
886,"900 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",2,0,1,0,0,1,2016,8,3,,,,,,1,,,
887,"STAFFORD ST & NARCISSUS AVE PITTSBURGH, PA 15204",1,0,0,1,0,0,2016,8,3,Sheraden,2,20,42003562500,5,6,1-16,40.45596769,-80.04972004
888,"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,8,3,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833,-79.97383971
889,"2600 BLOCK N CHARLES ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2016,8,3,Perry South,6,26,42003261400,1,1,1-12,40.46815271,-80.01538285
890,"1700 BLOCK GEBHART ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2016,8,4,,,,,,1,,,
891,"WOODLAND AVE & STAYTON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,8,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.46960559,-80.02733791
892,"CEDARHURST ST & CURTIN AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,8,4,Beltzhoover,3,18,42003562400,5,3,4-21,40.41835222,-79.99883014
893,"HERRON AVE & MILWAUKEE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,8,4,Middle Hill,6,5,42003050100,3,2,2-5,40.45227902,-79.96438062
894,"400 BLOCK N AIKEN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,8,4,Garfield,9,11,42003111400,2,5,3-4,40.46778838,-79.93434377
895,"600 BLOCK ELMBANK ST PITTSBURGH, PA 15226",5,0,2,0,3,0,2016,8,4,Brookline,4,19,42003191700,5,6,4-26,40.39959233,-80.01607804
896,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,0,0,1,0,2016,8,4,,,,42003563900,,1,,40.41253154,-79.84279604
897,"1100 BLOCK PENNSYLVANIA AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,8,4,Manchester,6,21,42003210700,1,1,1-8,40.45498328,-80.02133413
898,"200 BLOCK GRASMERE ST PITTSBURGH, PA 15205",1,0,1,0,0,0,2016,8,4,,,,,,6,,,
899,"700 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",2,0,2,0,0,0,2016,8,4,Glen Hazel,5,15,42003562300,3,4,2-13,40.40580508,-79.93345588
900,"300 BLOCK MOORE AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,8,4,Knoxville,3,30,42003300100,5,3,4-7,40.41136009,-79.99301005
901,"6700 BLOCK ROWAN ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2016,8,5,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.46432512,-79.90316213
902,"5000 BLOCK ORINOCO ST PITTSBURGH, PA 15207",5,0,4,0,0,1,2016,8,5,Hazelwood,5,15,42003562300,3,4,2-13,40.40959688,-79.93902841
903,"4500 BLOCK BROWNS HILL RD PITTSBURGH, PA",1,0,1,0,0,0,2016,8,5,Squirrel Hill South,5,15,42003141400,3,4,2-12,40.41760696,-79.92593905
904,"500 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,8,5,East Allegheny,1,23,42003563200,1,1,1-6,40.45350026,-80.00057227
905,"200 BLOCK HAMMOND ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2016,8,5,Sheraden,2,20,42003562500,5,6,1-16,40.45677967,-80.04851831
906,"IDLEWILD ST & STERRETT ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2016,8,5,Homewood North,9,13,42003130200,2,5,3-17,40.45768914,-79.89384426
907,"1500 BLOCK STEUBEN ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2016,8,5,Crafton Heights,2,28,42003281400,5,6,1-17,40.44377605,-80.05411867
908,"800 BLOCK RAILROAD ST MCKEES ROCKS , PA 15136",1,0,1,0,0,0,2016,8,5,,,,42003464400,,OSC,,40.46786553,-80.06210738
909,"6900 BLOCK CHAUCER ST PITTSBURGH, PA 15208",2,0,1,0,1,0,2016,8,5,Homewood West,9,12,42003120700,2,5,3-18,40.46404943,-79.90058181
910,"KELLY ST & N LANG AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,8,6,Homewood South,9,13,42003130300,2,5,3-17,40.45604337,-79.89925929
911,"1000 BLOCK WOODLOW ST PITTSBURGH, PA 15205",1,0,1,0,0,0,2016,8,6,Crafton Heights,2,28,42003281400,5,6,1-17,40.44580307,-80.05238897
912,"2900 BLOCK STAFFORD ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2016,8,6,Sheraden,2,20,42003562500,5,6,1-16,40.45674054,-80.0504727
913,"700 BLOCK ROSSMORE AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2016,8,6,Brookline,4,19,42003191900,5,6,4-26,40.39589741,-80.02012988
914,"2200 BLOCK ROSE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,8,6,,,,,,2,,,
915,"800 BLOCK BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,8,6,Homewood South,9,13,42003130400,2,5,3-17,40.45462981,-79.888441
916,"FRANKSTOWN AVE & WILKINSBURG AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,8,6,East Hills,9,13,42003130600,2,5,3-17,40.45815543,-79.8758821
917,"8600 BLOCK BRICELYN ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,8,6,East Hills,9,13,42003130600,2,5,3-17,40.45786477,-79.87435923
918,"HAZELWOOD AVE & SYLVAN AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2016,8,6,Hazelwood,5,15,42003562900,3,4,2-13,40.41190629,-79.94179323
919,"200 BLOCK CEDARHURST ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,8,6,Beltzhoover,3,18,42003562400,5,3,4-16,40.41828502,-80.00398069
920,"S 17TH ST & MURIEL ST PITTSBURGH, PA 15203",2,0,2,0,0,0,2016,8,6,South Side Flats,3,17,42003170200,3,3,4-24,40.43018893,-79.98191576
921,"IDLEWILD ST & STERRETT ST PITTSBURGH, PA 15208",1,1,0,0,0,0,2016,8,6,Homewood North,9,13,42003130200,2,5,3-17,40.45768914,-79.89384426
922,"BUNKERHILL ST & GREYSTONE DR PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,8,6,Highland Park,7,11,42003980100,2,5,3-9,40.47881012,-79.91702466
923,"AUBURN ST & ASHLEY ST PITTSBURGH, PA 15206",3,0,3,0,0,0,2016,8,6,Larimer,9,12,42003120800,2,5,3-10,40.4628448,-79.91562279
924,"200 BLOCK CHALFONT ST PITTSBURGH, PA 15210",1,0,0,0,0,1,2016,9,0,Beltzhoover,3,18,42003562400,5,3,4-16,40.41640115,-80.00373277
925,"E CARSON ST & SMITHFIELD ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,9,0,South Shore,2,19,42003980700,5,3,4-2,40.43214671,-80.00399072
926,"1000 BLOCK BIDWELL ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,9,0,Manchester,6,21,42003210700,1,1,1-8,40.45233534,-80.0204175
927,"BECKS RUN RD & BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,9,0,Carrick,4,29,42003290400,3,3,4-12,40.38733238,-79.98380181
928,"1000 BLOCK PENN AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2016,9,0,Central Business District,6,2,42003020100,6,2,1-3,40.44422744,-79.99489376
929,"LINCOLN AVE & SAXON WAY PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,9,0,Homewood West,9,12,42003120300,2,5,3-15,40.46403766,-79.90144281
930,"1100 BLOCK WOODLOW ST PITTSBURGH, PA 15205",1,0,1,0,0,0,2016,9,1,,,,,,6,,,
